,ID,Is Library,Duplicated Count,Name Manual,Name Normalized - No Space,Name with Owner,Stars Count,Description,Keywords,URL,Homepage URL,Host Type,Fork,Created Timestamp,Updated Timestamp,Last pushed Timestamp,Size,Language,Issues enabled,Wiki enabled,Pages enabled,Forks Count,Mirror URL,Open Issues Count,Default branch,Watchers Count,UUID,Fork Source Name with Owner,License,Contributors Count,Readme filename,Changelog filename,Contributing guidelines filename,License filename,Code of Conduct filename,Security Threat Model filename,Security Audit filename,Status,Last Synced Timestamp,SourceRank,Display Name,Dummy,SCM type,Pull requests enabled,Logo URL,Name,Owner,Name Normalized,Host Repo IDs
854,165170,y,1,,deeplearning4j,eclipse/deeplearning4j,11328.0,"Eclipse Deeplearning4j, ND4J, DataVec and more - deep learning & linear algebra for Java/Scala with GPUs + Spark","artificial-intelligence,clojure,deeplearning,deeplearning4j,dl4j,gpu,hadoop,intellij,java,linear-algebra,matrix-library,neural-nets,python,scala,spark",https://github.com/eclipse/deeplearning4j,http://deeplearning4j.org/,GitHub,False,2013-11-27 02:03:28 UTC,2019-11-23 01:10:35 UTC,2019-11-23 01:10:32 UTC,622235.0,Java,True,True,False,4769.0,,884.0,master,839.0,14734876,,Apache-2.0,276,README.md,change-cuda-versions.sh,,LICENSE,,,,,2018-11-18 11:17:40 UTC,16,GitHub,,git,,,deeplearning4j,eclipse,deeplearning4j,165170
855,35383258,,1,,deeplabcut,AlexEMG/DeepLabCut,1238.0,"Markerless pose estimation of user-defined features with deep learning for all animals, including humans","behavior-analysis,deep-learning,deeplabcut,feature-detectors,pose-estimation,toolbox",https://github.com/AlexEMG/DeepLabCut,http://deeplabcut.org/,GitHub,False,2018-03-26 22:29:12 UTC,2019-12-13 18:20:21 UTC,2019-12-13 18:20:17 UTC,148550.0,Python,True,True,True,576.0,,13.0,master,112.0,126897385,,LGPL-3.0,28,README.md,,,LICENSE,CODE_OF_CONDUCT.md,,,,2019-11-26 02:49:44 UTC,9,GitHub,,git,,,DeepLabCut,AlexEMG,deeplabcut,35383258
856,406773,,1,,deepdish,uchicago-cs/deepdish,135.0,Flexible HDF5 saving/loading and other data science tools from the University of Chicago,"deep-learning,hdf5,pickle,python",https://github.com/uchicago-cs/deepdish,http://deepdish.io/,GitHub,False,2014-08-27 18:10:26 UTC,2018-02-16 19:48:45 UTC,2018-02-05 04:28:40 UTC,592.0,Python,True,True,True,33.0,,7.0,master,19.0,23400136,,BSD-3-Clause,6,README.rst,CHANGELOG.rst,,LICENSE,,,,,2017-10-21 21:35:49 UTC,9,GitHub,,git,,,deepdish,uchicago-cs,deepdish,406773
857,2808898,,1,,deepdetect,jolibrain/deepdetect,2016.0,"Deep Learning API and Server in C++11 support for Caffe, Caffe2, PyTorch,TensorRT, Dlib, NCNN, Tensorflow, XGBoost and TSNE","caffe,caffe2,deep-learning,deepdetect,detectron,dlib,gpu,image-classification,image-segmentation,machine-learning,ncnn,neural-nets,object-detection,rest-api,server,tensorflow,tsne,xgboost",https://github.com/jolibrain/deepdetect,https://deepdetect.com/,GitHub,False,2015-05-22 14:45:28 UTC,2019-12-17 14:15:41 UTC,2019-12-16 16:39:06 UTC,104007.0,C++,True,True,False,490.0,,70.0,master,136.0,36077404,,Other,14,README,ChangeLog,,COPYING,,,,,2018-05-08 18:35:02 UTC,9,GitHub,,git,,,deepdetect,jolibrain,deepdetect,2808898
858,37021433,,1,,datavalidation,tensorflow/data-validation,168.0,Library for exploring and validating machine learning data,,https://github.com/tensorflow/data-validation,,GitHub,False,2018-07-02 15:47:02 UTC,2018-11-16 22:35:49 UTC,2018-11-14 02:18:18 UTC,1099.0,C++,True,True,False,24.0,,11.0,master,27.0,139463182,,Apache-2.0,6,README.md,,CONTRIBUTING.md,LICENSE,,,,,2018-11-16 22:35:49 UTC,5,GitHub,,git,,,data-validation,tensorflow,data validation,37021433
860,30035724,,1,,dataframe,hosseinmoein/DataFrame,207.0,"C++ DataFrame -- R's and Pandas DataFrame in modern C++ using native types, continuous memory storage, and no virtual functions","containers,cpp,cpp-library,cpp17,data-analysis,data-frame,data-science,data-structures,data-visualization,dataframe,dataframes,datascience,datastructures,heterogeneous,heterogeneous-containers,heterogeneous-lists,machine-learning,numerical-analysis,statistics,template-metaprogramming",https://github.com/hosseinmoein/DataFrame,,GitHub,False,2017-10-28 17:25:45 UTC,2019-04-05 18:34:52 UTC,2019-04-05 18:34:51 UTC,6877.0,C++,True,True,True,35.0,,1.0,master,29.0,108669343,,BSD-3-Clause,1,README.md,,,License,,,,,2017-11-06 13:07:09 UTC,4,GitHub,,git,,,DataFrame,hosseinmoein,dataframe,30035724
861,5429391,,1,,datacleaner,rhiever/datacleaner,825.0,A Python tool that automatically cleans data sets and readies them for analysis.,"automation,data-science,machine-learning,python",https://github.com/rhiever/datacleaner,,GitHub,False,2016-02-27 14:45:22 UTC,2019-04-10 08:55:53 UTC,2017-07-28 12:25:37 UTC,633.0,Python,True,True,False,166.0,,9.0,master,56.0,52671170,,MIT,4,README.md,,,LICENSE,,,,,2018-10-24 02:18:11 UTC,6,GitHub,,git,,,datacleaner,rhiever,datacleaner,5429391
863,40364900,,1,,das,ruidan/DAS,30.0,Code and datasets for EMNLP2018 paper ‘‘Adaptive Semi-supervised Learning for Cross-domain Sentiment Classification’’.,"cross-domain-sentiment,domain-adaptation",https://github.com/ruidan/DAS,,GitHub,False,2018-08-16 07:21:26 UTC,2019-11-12 14:41:43 UTC,2018-09-05 03:10:42 UTC,19.0,Python,True,True,False,6.0,,1.0,master,2.0,144952137,,Apache-2.0,1,README.md,,,LICENSE.txt,,,,,2019-11-12 14:41:43 UTC,4,GitHub,,git,,,DAS,ruidan,das,40364900
864,40400525,,1,,darwin,VultureProject/darwin,7.0,Darwin C++ and Python Machine Learning Framework for Cyber Security,"c-plus-plus,machine-learning,machine-learning-algorithms,security,security-filters,vulture",https://github.com/VultureProject/darwin,,GitHub,False,2019-01-16 14:51:21 UTC,2019-11-13 12:57:13 UTC,2019-11-13 12:53:25 UTC,601.0,C++,True,True,False,0.0,,19.0,dev,7.0,166057385,,GPL-3.0,5,README.md,,,LICENSE,,,,,2019-11-13 12:57:13 UTC,5,GitHub,,git,,,darwin,VultureProject,darwin,40400525
865,36863929,,1,,darts,quark0/darts,2488.0,Differentiable architecture search for convolutional and recurrent networks,"automl,convolutional-networks,deep-learning,image-classification,language-modeling,neural-architecture-search,pytorch,recurrent-networks",https://github.com/quark0/darts,https://arxiv.org/abs/1806.09055/,GitHub,False,2018-06-25 05:27:29 UTC,2019-11-26 06:51:47 UTC,2019-10-04 19:53:14 UTC,4927.0,Python,True,True,False,483.0,,62.0,master,99.0,138547383,,Apache-2.0,2,README.md,,,LICENSE,,,,,2018-11-02 14:57:39 UTC,7,GitHub,,git,,,darts,quark0,darts,36863929
867,36159920,,1,,dandelion,david-leon/Dandelion,14.0,"A light weight deep learning framework, on top of Theano, offering better balance between flexibility and abstraction","artificial-intelligence,deep-learning-library,python3,theano",https://github.com/david-leon/Dandelion,https://david-leon.github.io/Dandelion/,GitHub,False,2018-04-19 01:30:21 UTC,2019-07-19 06:58:30 UTC,2019-07-19 06:54:10 UTC,2133.0,Python,True,True,True,3.0,,0.0,master,1.0,130142169,,Other,2,README.md,CHANGES.md,,LICENSE,,,,,2019-07-19 06:58:30 UTC,6,GitHub,,git,,,Dandelion,david-leon,dandelion,36159920
872,3599698,,1,,crfsuite,WladimirSidorenko/CRFSuite,22.0,"Tree-Structured, First- and Higher-Order Linear Chain, and Semi-Markov CRFs","crf,graphical-models,machine-learning",https://github.com/WladimirSidorenko/CRFSuite,,GitHub,False,2014-05-02 08:14:13 UTC,2017-11-24 19:56:53 UTC,2017-06-30 11:27:29 UTC,1547.0,C,True,True,False,4.0,,4.0,master,6.0,19369620,,BSD-3-Clause,1,,,,,,,,,2017-11-24 19:56:53 UTC,5,GitHub,,git,,,CRFSuite,WladimirSidorenko,crfsuite,3599698
873,3809659,,1,,crfsharp,zhongkaifu/CRFSharp,73.0,"CRFSharp is Conditional Random Fields implemented by .NET(C#), a machine learning algorithm for learning from labeled sequences of examples.","c-sharp,crf,dotnet,machine-learning,nlp",https://github.com/zhongkaifu/CRFSharp,,GitHub,False,2013-07-29 03:32:45 UTC,2017-11-24 19:59:18 UTC,2017-05-26 17:17:19 UTC,670.0,C#,True,True,False,36.0,,5.0,master,17.0,11730444,,BSD-3-Clause,2,README.md,,,LICENSE,,,,,2017-11-24 19:59:16 UTC,6,GitHub,,git,,,CRFSharp,zhongkaifu,crfsharp,3809659
874,37830346,,1,,creme,creme-ml/creme,451.0,:loop: Online machine learning in Python,"data-science,feature-extraction,incremental-learning,machine-learning,online-learning,online-statistics,python,scikit-learn,streaming",https://github.com/creme-ml/creme,https://creme-ml.github.io/,GitHub,False,2019-01-24 15:18:26 UTC,2019-11-11 12:47:17 UTC,2019-11-11 12:34:20 UTC,3585.0,Python,True,True,False,48.0,,40.0,master,31.0,167388434,,Other,11,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE,,,,,2019-11-11 12:47:17 UTC,9,GitHub,,git,,,creme,creme-ml,creme,37830346
875,17271116,,1,,crayon,torrvision/crayon,550.0,A language-agnostic interface to TensorBoard,"crayon,data-visualization,deep-learning,docker,pytorch,tensorboard,tensorflow,torch7",https://github.com/torrvision/crayon,,GitHub,False,2016-12-10 22:47:02 UTC,2017-10-27 18:56:57 UTC,2017-08-05 07:05:20 UTC,90.0,Python,True,True,False,41.0,,16.0,master,21.0,76141877,,MIT,0,,,,,,,,,2016-12-17 11:42:43 UTC,3,GitHub,,git,,,crayon,torrvision,crayon,17271116
878,35942024,,1,,coreferenceresolution,shayneobrien/coreference-resolution,59.0,"Efficient and clean PyTorch reimplementation of ""End-to-end Neural Coreference Resolution"" (Lee et al., EMNLP 2017). ","arxiv,char-cnn,conll,coref,coreference-resolution,glove,machine-learning,nlp,ontonotes,perl,python,pytorch,reimplementation,turian",https://github.com/shayneobrien/coreference-resolution,https://arxiv.org/pdf/1707.07045.pdf/,GitHub,False,2018-05-04 22:17:08 UTC,2019-04-01 19:15:35 UTC,2019-03-25 22:43:05 UTC,86987.0,Perl,True,True,False,15.0,,4.0,master,4.0,132194115,,,1,README.md,,,,,,,,2018-05-08 14:55:45 UTC,6,GitHub,,git,,,coreference-resolution,shayneobrien,coreference resolution,35942024
879,5368956,,1,,copper,danielfrg/copper,124.0,"Fast, easy and intuitive machine learning prototyping.",,https://github.com/danielfrg/copper,,GitHub,False,2013-01-16 18:56:37 UTC,2017-11-24 17:51:29 UTC,2014-06-03 00:41:10 UTC,41211.0,Python,True,True,False,28.0,,0.0,master,13.0,7651749,,Other,2,README.txt,,,LICENSE.txt,,,,,2017-11-24 17:51:29 UTC,4,GitHub,,git,,,copper,danielfrg,copper,5368956
880,843864,,1,,convnetjs,karpathy/convnetjs,9826.0,Deep Learning in Javascript. Train Convolutional Neural Networks (or ordinary ones) in your browser.,,https://github.com/karpathy/convnetjs,,GitHub,False,2014-01-05 00:12:15 UTC,2019-10-30 22:51:00 UTC,2019-03-24 12:36:53 UTC,27806.0,JavaScript,True,True,False,1959.0,,68.0,master,643.0,15642233,,MIT,14,Readme.md,,,LICENSE,,,,,2016-11-24 16:21:48 UTC,9,GitHub,,git,,,convnetjs,karpathy,convnetjs,843864
881,26252700,,1,,context,riejohnson/ConText,56.0,ConText v4: Neural networks for text categorization,"convolutional-neural-networks,deep-learning,dpcnn,gpu,lstm,neural-network,sentiment-analysis,sentiment-classification,text-categorization,text-classification",https://github.com/riejohnson/ConText,http://riejohnson.com/cnn_download.html/,GitHub,False,2017-07-18 21:07:20 UTC,2018-03-15 07:25:59 UTC,2018-01-04 11:08:06 UTC,40173.0,C++,True,True,False,8.0,,1.0,master,3.0,97633701,,GPL-3.0,1,README.md,,,LICENSE,,,,,2017-07-18 19:02:18 UTC,7,GitHub,,git,,,ConText,riejohnson,context,26252700
886,25346157,,1,,cogitare,cogitare-ai/cogitare,61.0,"🔥 Cogitare - A Modern, Fast, and Modular Deep Learning and Machine Learning framework for Python ","deep-learning,framework,machine-learning,modular-deep-learning,pytorch,toolbox,toolchain",https://github.com/cogitare-ai/cogitare,http://docs.cogitare-ai.org/,GitHub,False,2017-06-19 04:41:48 UTC,2018-03-23 09:37:43 UTC,2018-02-05 23:05:47 UTC,3128.0,Python,True,True,True,7.0,,21.0,master,4.0,94737131,,MIT,1,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2018-02-04 04:23:33 UTC,7,GitHub,,git,,,cogitare,cogitare-ai,cogitare,25346157
887,4392031,,1,,codebuff,antlr/codebuff,277.0,"Language-agnostic pretty-printing through machine learning (uh, like, is this possible? YES, apparently).",,https://github.com/antlr/codebuff,,GitHub,False,2016-01-06 19:49:54 UTC,2019-01-08 08:12:34 UTC,2017-06-15 23:51:08 UTC,6222.0,Java,True,False,False,20.0,,2.0,master,21.0,49157731,,BSD-2-Clause,2,README.md,,,LICENSE,,,,,2017-11-24 18:46:26 UTC,4,GitHub,,git,,,codebuff,antlr,codebuff,4392031
888,4695090,,1,,cntk,microsoft/CNTK,16567.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit","c-plus-plus,c-sharp,cntk,cognitive-toolkit,deep-learning,deep-neural-networks,distributed,java,machine-learning,neural-network,python",https://github.com/microsoft/CNTK,https://docs.microsoft.com/cognitive-toolkit/,GitHub,False,2015-11-26 09:52:06 UTC,2019-11-26 23:19:04 UTC,2019-11-21 21:40:00 UTC,934335.0,C++,True,True,False,4393.0,,795.0,master,1378.0,46918116,,Other,36,README.md,,,LICENSE.md,,,,,2019-10-15 12:56:25 UTC,10,GitHub,,git,,,CNTK,microsoft,cntk,4695090
891,2943272,,1,,cleartk,ClearTK/cleartk,101.0,Machine learning components for Apache UIMA,,https://github.com/ClearTK/cleartk,http://cleartk.github.io/cleartk/,GitHub,False,2015-04-07 20:44:54 UTC,2018-03-21 10:13:53 UTC,2017-07-14 05:20:26 UTC,566781.0,Java,True,False,True,45.0,,65.0,master,19.0,33567291,,Other,5,,,,,,,,,2017-11-24 18:57:41 UTC,8,GitHub,,git,,,cleartk,ClearTK,cleartk,2943272
893,2808871,,1,,classifier,oiwah/classifier,12.0,Online Classification Library,"machine-learning-algorithms,online-learning",https://github.com/oiwah/classifier,,GitHub,False,2011-04-27 14:31:50 UTC,2017-11-24 21:54:41 UTC,2013-06-09 16:02:58 UTC,487.0,C++,True,True,False,5.0,,0.0,master,2.0,1670993,,,2,README.md,,,,,,,,2017-11-24 21:54:30 UTC,3,GitHub,,git,,,classifier,oiwah,classifier,2808871
895,19979612,,1,,chi,rmst/chi,43.0,A high-level framework for advanced deep learning with TensorFlow,,https://github.com/rmst/chi,,GitHub,False,2017-02-02 22:31:03 UTC,2017-04-18 14:01:53 UTC,2017-04-04 19:12:26 UTC,18313.0,Python,True,True,False,5.0,,0.0,master,3.0,80775064,,MIT,0,,,,,,,,,2017-02-08 21:20:39 UTC,4,GitHub,,,,,chi,rmst,chi,19979612
896,38036709,,1,,cheetah,Picovoice/cheetah,83.0,On-device speech-to-text engine powered by deep learning,"android,c,deep-learning,ios,iot,machine-learning,python,raspberry-pi,speech-recognition,speech-to-text",https://github.com/Picovoice/cheetah,https://picovoice.ai/,GitHub,False,2018-10-28 05:34:24 UTC,2019-02-18 06:40:05 UTC,2019-01-15 00:34:30 UTC,33742.0,C,True,True,False,12.0,,1.0,master,13.0,155038875,,Other,2,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2019-02-18 06:40:05 UTC,6,GitHub,,git,,,cheetah,Picovoice,cheetah,38036709
898,845458,,1,,chainer,chainer/chainer,5121.0,A flexible framework of neural networks for deep learning,"chainer,cuda,cudnn,cupy,deep-learning,gpu,machine-learning,neural-network,neural-networks,numpy,python",https://github.com/chainer/chainer,https://chainer.org/,GitHub,False,2015-06-05 05:50:37 UTC,2019-10-25 05:58:37 UTC,2019-10-25 07:19:22 UTC,52631.0,Python,True,True,False,1345.0,,267.0,master,316.0,36914478,,MIT,247,README.md,,.github/CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2019-10-15 12:53:55 UTC,9,GitHub,,git,,,chainer,chainer,chainer,845458
899,16510011,,1,,chai,SullyChen/Chai,164.0,An open source neural network library,,https://github.com/SullyChen/Chai,,GitHub,False,2016-11-28 23:57:36 UTC,2019-08-13 03:35:45 UTC,2017-10-30 22:27:47 UTC,1790.0,C++,True,True,False,29.0,,0.0,master,15.0,75024953,,MIT,2,README.md,,,LICENSE,,,,,2019-08-13 03:35:45 UTC,5,GitHub,,git,,,Chai,SullyChen,chai,16510011
900,3851416,,1,,cesium,cesium-ml/cesium,239.0,Machine Learning Time-Series Platform,,https://github.com/cesium-ml/cesium,,GitHub,False,2014-10-29 16:00:02 UTC,2018-03-26 22:35:22 UTC,2018-03-26 17:35:45 UTC,22355.0,Python,True,True,False,50.0,,23.0,master,19.0,25928850,,Other,4,README.md,,,LICENSE.txt,,,,,2017-11-24 18:51:42 UTC,6,GitHub,,git,,,cesium,cesium-ml,cesium,3851416
901,39057934,,1,,cdqa,cdqa-suite/cdQA,269.0,An End-To-End Closed Domain Question Answering System.,"artificial-intelligence,bert,deep-learning,information-retrieval,natural-language-processing,nlp,pytorch,question-answering,reading-comprehension,transformers",https://github.com/cdqa-suite/cdQA,https://cdqa-suite.github.io/cdQA-website/,GitHub,False,2019-01-14 10:51:31 UTC,2019-12-02 16:20:10 UTC,2019-12-02 16:06:56 UTC,554.0,Python,True,True,False,70.0,,23.0,master,28.0,165645094,,Apache-2.0,8,README.md,,.github/CONTRIBUTING.md,LICENSE,.github/CODE_OF_CONDUCT.md,,,,2019-12-02 16:20:10 UTC,8,GitHub,,git,,,cdQA,cdqa-suite,cdqa,39057934
902,36529672,,1,,cc,anuragranj/cc,123.0,"Competitive Collaboration: Joint Unsupervised Learning of Depth, Camera Motion, Optical Flow and Motion Segmentation","adversarial,adversarial-collaboration,camera-pose,deep-learning,depth-prediction,motion-segmentation,optical-flow,unsupervised-learning",https://github.com/anuragranj/cc,https://research.nvidia.com/publication/2018-05_Adversarial-Collaboration-Joint/,GitHub,False,2018-05-21 14:38:11 UTC,2019-04-29 07:45:31 UTC,2019-04-24 16:41:27 UTC,127.0,Python,True,True,False,13.0,,0.0,master,30.0,134281587,,MIT,1,README.md,,,,,,,,2018-08-31 12:59:00 UTC,4,GitHub,,git,,,cc,anuragranj,cc,36529672
903,30792576,,1,,catnet,utiasSTARS/cat-net,33.0,Canonical Appearance Transformations,"cat-net,computer-vision,deep-learning,robotics",https://github.com/utiasSTARS/cat-net,,GitHub,False,2017-12-06 19:23:36 UTC,2018-01-22 00:48:19 UTC,2018-01-16 22:50:33 UTC,1669.0,Python,True,True,False,2.0,,0.0,master,6.0,113358074,,MIT,1,README.md,,,LICENSE,,,,,2017-12-06 19:27:26 UTC,4,GitHub,,git,,,cat-net,utiasSTARS,cat net,30792576
904,26213560,,1,,catboost,catboost/catboost,3760.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification, regression and other machine learning tasks for Python, R, Java, C++. Supports computation on CPU and GPU.","big-data,catboost,categorical-features,coreml,cuda,data-mining,data-science,decision-trees,gbdt,gbm,gpu,gpu-computing,gradient-boosting,kaggle,machine-learning,python,r,tutorial",https://github.com/catboost/catboost,https://catboost.ai/,GitHub,False,2017-07-18 05:29:04 UTC,2019-03-06 21:29:32 UTC,2019-03-06 21:29:30 UTC,240225.0,C++,True,False,False,557.0,,122.0,master,174.0,93155246,,Apache-2.0,8,README.md,,CONTRIBUTING.md,LICENSE,,,,,2017-07-25 05:07:59 UTC,9,GitHub,,git,,,catboost,catboost,catboost,26213560
905,22441184,,1,,castor,castorini/Castor,46.0,Deep learning for information retrieval with PyTorch,deep-learning,https://github.com/castorini/Castor,http://castor.ai/,GitHub,False,2017-03-22 14:46:05 UTC,2018-01-25 05:30:33 UTC,2018-01-25 01:11:27 UTC,930.0,Python,True,False,False,21.0,,11.0,master,8.0,85839745,,,0,,,,,,,,,2017-11-24 20:17:06 UTC,4,GitHub,,git,,,Castor,castorini,castor,22441184
906,29778775,,1,,cast,environmentalinformatics-marburg/CAST,10.0,Caret Applications for Spatio-Temporal models,"autocorrelation,caret,feature-selection,machine-learning,overfitting,predictive-modeling,spatial,spatio-temporal,variable-selection",https://github.com/environmentalinformatics-marburg/CAST,,GitHub,False,2017-06-26 17:01:53 UTC,2018-11-19 11:22:26 UTC,2018-11-13 14:37:49 UTC,1091.0,R,True,True,False,3.0,,1.0,master,12.0,95469397,,Other,2,README.md,,,LICENSE,,,,,2018-11-19 11:22:26 UTC,5,GitHub,,git,,,CAST,environmentalinformatics-marburg,cast,29778775
907,30366995,,1,,carla,carla-simulator/carla,3647.0,Open-source simulator for autonomous driving research.,"ai,artificial-intelligence,autonomous-driving,autonomous-vehicles,carla,carla-simulator,computer-vision,cross-platform,deep-learning,deep-reinforcement-learning,imitation-learning,research,ros,self-driving-car,simulator,ue4,unreal-engine-4",https://github.com/carla-simulator/carla,http://carla.org/,GitHub,False,2017-10-24 09:06:23 UTC,2019-12-15 13:15:27 UTC,2019-12-15 12:12:21 UTC,67270.0,C++,True,False,False,990.0,,202.0,master,190.0,108102826,,MIT,38,,,,,,,,,2017-11-24 18:52:55 UTC,8,GitHub,,git,,,carla,carla-simulator,carla,30366995
909,29941545,,1,,calibre,amrmorsey/Calibre,6.0,"Calibre is a convolutional neural network inference engine written in C++ and uses AVX to vectorize operations. The engine runs on Windows 10, Linux and macOS Sierra.","caffe,caffe-framework,caffe-prototxt,caffe-windows,caffemodel,cnn,cnn-classification,convolution,convolutional-networks,convolutional-neural-networks,inference-engine,inference-library,machine-learning,machine-learning-algorithms,machine-learning-library,machinelearning",https://github.com/amrmorsey/Calibre,,GitHub,False,2017-08-22 22:20:33 UTC,2017-11-03 19:26:39 UTC,2017-10-24 19:13:01 UTC,245.0,C++,True,True,False,0.0,,0.0,master,2.0,101112396,,GPL-3.0,2,README.md,,,LICENSE,,,,,2017-11-03 19:26:38 UTC,4,GitHub,,git,,,Calibre,amrmorsey,calibre,29941545
910,34920407,,1,,c45,barisesmer/C4.5,17.0,A python implementation of C4.5 algorithm by R. Quinlan,"classification,decision-trees,machine-learning,python",https://github.com/barisesmer/C4.5,,GitHub,False,2017-03-11 22:43:41 UTC,2019-04-20 14:35:30 UTC,2017-03-28 14:14:20 UTC,820.0,Python,True,True,False,16.0,,2.0,master,2.0,84684705,,MIT,1,README.md,,,LICENSE,,,,,2018-04-01 14:41:20 UTC,3,GitHub,,git,,,C4.5,barisesmer,c4 5,34920407
912,852055,,1,,bullet3,bulletphysics/bullet3,5798.0,"Bullet Physics SDK: real-time collision detection and multi-physics simulation for VR, games, visual effects, robotics, machine learning etc.","computer-animation,game-development,kinematics,pybullet,reinforcement-learning,robotics,simulation,simulator,virtual-reality",https://github.com/bulletphysics/bullet3,http://bulletphysics.org/,GitHub,False,2011-04-12 18:45:08 UTC,2020-01-12 17:05:38 UTC,2020-01-12 17:05:35 UTC,261128.0,C++,True,True,False,1545.0,,314.0,master,409.0,1605598,,Other,162,README.md,,,LICENSE.txt,,,,,2019-12-21 02:30:13 UTC,14,GitHub,,git,,,bullet3,bulletphysics,bullet3,852055
